"Aircraft: Airline/Operator","Aircraft: Make/Model","Aircraft: Type","Airport: Name","Altitude bin","Conditions: Precipitation","Conditions: Sky","Effect: Impact to flight","Effect: Indicated Damage","Effect: Other","FlightDate","Number of human fatalities","Number of people injured","Origin State","Remarks","When: Phase of flight","When: Time of day","Wildlife: Number struck","Wildlife: Size","Wildlife: Species","Aircraft: Flight Number","Aircraft: Number of engines?","Cost: Other (inflation adj)","Cost: Repair (inflation adj)","Cost: Total $","Feet above ground","Miles from airport","Number of Records","Record ID","Speed (IAS) in knots"
"CHAUTAUQUA AIRLINES","BA-41 JETSTR","Airplane","PORT COLUMBUS INTL","< 1000 ft","None","No Cloud","None","No damage",,9/15/2000 0:00,,,"Ohio","NO DMG. FLT 4308","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,100,,1,"205,513",
"CHAUTAUQUA AIRLINES","EMB-145","Airplane","INDIANAPOLIS INTL","< 1000 ft","None","No Cloud","None","No damage",,7/21/2000 0:00,,,"Indiana",,"Approach","Day",1,"Small","Unknown bird - small",,2,0,0,0,400,,1,"201,277",130
"CHAUTAUQUA AIRLINES","SAAB-340","Airplane","CAPITAL CITY (MI)","< 1000 ft","None","Some Cloud","None","No damage",,5/29/2000 0:00,,,"Michigan",,"Take-off run","Day","2 to 10","Small","Unknown bird - small",,2,0,0,0,0,0,1,"201,771",150
"CHAUTAUQUA AIRLINES","BA-31 JETSTR","Airplane","INDIANAPOLIS INTL","> 1000 ft","None","Some Cloud","None","No damage",,5/25/2000 0:00,,,"Indiana",,"Approach","Day","2 to 10",,"Blackbirds",,2,0,0,0,"3,000",,1,"201,062",200
"CHAUTAUQUA AIRLINES","BA-31 JETSTR","Airplane","GENERAL MITCHELL INTL","< 1000 ft","None","Some Cloud","None","No damage",,5/16/2000 0:00,,,"Wisconsin",,"Approach","Dusk",1,"Medium","Unknown bird - medium",,2,0,0,0,100,,1,"203,774",140
"CHAUTAUQUA AIRLINES","BA-31 JETSTR","Airplane","ALTOONA-BLAIR COUNTY","< 1000 ft","None","Overcast","Aborted Take-off","Caused damage",,4/23/2000 0:00,,,"Pennsylvania","FLT CANCELLED. ABTD T/O. JUST BEFORE A/C LEFT GROUND FLOCK OF GULLS ON RWY FLEW INTO PATH OF PLANE. 7 PAX ON BD.","Take-off run","Day","2 to 10",,"Gulls",,2,"26,727","133,637","160,364",0,0,1,"200,312",
"CHAUTAUQUA AIRLINES","SAAB-340","Airplane","HAGERSTOWN REGIONAL","< 1000 ft","Rain","Some Cloud","None","Caused damage",,4/17/2000 0:00,,,"Maryland","WARNED OF BIRDS ON DEPTR END OF RWY. (DATA ENTRY NOTE: CHIEF PILOT'S REPT SAYS HE WAS NOT WARNED). AT LEAST 10 BIRDS KILLED. DENT IN FWD FUSELAGE. PILOT ALSO REPTD NO DMG NO TIMELOST AND NO COST. (ALTTIUDE GIVEN AS 20, 500 & 704, BUT ALL HAD TAKEOFF CHECK","Climb","Day","2 to 10",,"Gulls",,2,0,"24,055","24,055",500,,1,"200,530",140
"CHAUTAUQUA AIRLINES","BA-31 JETSTR","Airplane","GREATER PITTSBURGH","< 1000 ft","None","Overcast","None","No damage",,3/12/2000 0:00,,,"Pennsylvania",,"Landing Roll","Day",1,"Medium","Ring-billed gull",,2,0,0,0,0,0,1,"208,091",
"CHAUTAUQUA AIRLINES","SAAB-340","Airplane","RICHMOND INTL","< 1000 ft","None","Overcast","None","No damage",,3/12/2000 0:00,,,"Virginia","FLT 4223","Landing Roll","Day",1,,"Gulls",,2,0,0,0,0,0,1,"209,404",120
"CENTRAL AIR SOUTHWEST","RKWL SHRIKE","Airplane","CHICAGO MIDWAY INTL ARPT","> 1000 ft","None","Some Cloud","None","No damage",,2/19/2001 0:00,,,"Illinois","PILOT REPTD NEVER SEEING BIRDS BUT FELT LIKE PLANE WAS STRUCK. INSPN FOUND NO DMG OR SIGN OF STRIKE.","Approach","Night",1,"Medium","Unknown bird - medium",,2,0,0,0,"1,200",,1,"211,026",130
"CENTRAL AIR SOUTHWEST","RKWL SHRIKE","Airplane","SPRINGFIELD-BRANSON NATIONAL","> 1000 ft","None","No Cloud","None","No damage",,2/29/2000 0:00,,,"Missouri","HIT CENTER OF L WINDSHLD. NO DMG.","Descent","Night",1,"Large","Snow goose",,2,0,0,0,"3,300",15,1,"200,900",170
"CCAIR","DHC8 DASH 8","Airplane","CHARLOTTE/DOUGLAS INTL ARPT","> 1000 ft","None","No Cloud","None","Caused damage",,8/8/2001 0:00,,,"North Carolina","BIRD NOT SEEN, HEARD IMPACT. MINOR DMG TO RADOME.","Descent","Day",1,"Medium","Unknown bird - medium",,2,0,0,0,"8,000",,1,"207,821",
"CCAIR","DHC8 DASH 8","Airplane","UNKNOWN","Unknown","None","No Cloud","None","No damage",,7/15/2001 0:00,,,"Georgia","NO DMG.","En Route","Day",1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"208,619",
"CCAIR","DHC8 DASH 8","Airplane","UNKNOWN","Unknown","None","Some Cloud","None","No damage",,6/15/2001 0:00,,,"N/A",,"En Route","Day","2 to 10","Small","Unknown bird - small",,2,0,0,0,,,1,"207,490",
"CCAIR","BA-31 JETSTR","Airplane","BLUE GRASS ARPT","< 1000 ft","None","Some Cloud","None","No damage",,6/6/2001 0:00,,,"Kentucky","NO DMG. FLT 5222","Approach","Day",1,"Small","Rock pigeon",,2,0,0,0,50,,1,"209,645",140
"CCAIR","BA-31 JETSTR","Airplane","TRI-STATE MILTON FERGUSON","< 1000 ft","None","No Cloud","Aborted Take-off","Caused damage",,2/27/2001 0:00,,,"West Virginia","HIT 2 DEER. ENG AND PROP WERE REMOVED FOR INSPN. PROP HAD SOME WORK DONE. 3 BRAKE LLINES AND BLOCK WERE REPLACED.","Take-off run","Night","2 to 10","Large","White-tailed deer",,2,"52,064","51,543","103,607",0,0,1,"209,145",90
"CCAIR","DHC8 DASH 8","Airplane","CHARLOTTE/DOUGLAS INTL ARPT","> 1000 ft","None","No Cloud","None","No damage",,10/22/2000 0:00,,,"North Carolina","FLT 5031","Approach","Night","2 to 10","Medium","Unknown bird - medium",,2,0,0,0,"2,000",,1,"203,507",170
"CCAIR","BA-31 JETSTR","Airplane","CHARLOTTE/DOUGLAS INTL ARPT","> 1000 ft","None","No Cloud","None","No damage",,10/9/2000 0:00,,,"North Carolina",,"Climb","Night",1,"Large","Canada goose",,2,0,0,0,"2,500",,1,"201,959",180
"CCAIR","BA-31 JETSTR","Airplane","NASHVILLE INTL","< 1000 ft","None","Overcast","Aborted Take-off","No damage",,9/7/2000 0:00,,,"Tennessee","ON & BESIDE RWY. WENT BACK TO GATE FOR INSPN OF A/C.","Take-off run","Day","2 to 10","Small","American robin",,2,0,0,0,0,0,1,"201,570",70
"CCAIR","BA-31 JETSTR","Airplane","CHARLOTTE/DOUGLAS INTL ARPT","< 1000 ft","None","Some Cloud","None","No damage",,7/31/2000 0:00,,,"North Carolina","FLT 5167. STRIKE REPTD BY PILOT TODD KOON","Approach","Day",1,"Small","Unknown bird - small",,2,0,0,0,400,,1,"204,416",150
"CCAIR","DHC8 DASH 8","Airplane","BUSH FLD","< 1000 ft","None","No Cloud","None","No damage",,6/28/2000 0:00,,,"Georgia","FLT5220","Approach","Day",1,"Small","Unknown bird - small",,2,0,0,0,10,,1,"200,354",
"CCAIR","BA-31 JETSTR","Airplane","CHARLOTTE/DOUGLAS INTL ARPT","< 1000 ft","None","Some Cloud","None","No damage",,6/21/2000 0:00,,,"North Carolina","FLT 5005. STANDING NOTAM","Approach","Day",1,"Small","Unknown bird - small",,2,0,0,0,100,,1,"204,569",120
"CCAIR","DHC8 DASH 8","Airplane","BUSH FLD","< 1000 ft","None","No Cloud","None","No damage",,5/2/2000 0:00,,,"Georgia","LRG WHITE BIRD, MAYBE GULL PILOT SAID FLT 5019.","Take-off run","Day",1,"Large","Unknown bird - large",,2,0,0,0,0,0,1,"202,809",
"CAYMAN AIRWAYS","B-737","Airplane","MIAMI INTL","< 1000 ft","None","Some Cloud","None","No damage",,7/24/2000 0:00,,,"Florida","ATIS WARNING FLT 104","Landing Roll","Day",1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"202,631",100
"CASINO EXPRESS AIRLINES","B-737-200","Airplane","ELKO REGIONAL ARPT","< 1000 ft","None","No Cloud","Aborted Take-off","Caused damage",,7/18/2001 0:00,,,"Nevada"," ENG REPLACED DUE TO SEVERITY OF DAMAGED COMPRESSOR BLADES. INGESTION.","Take-off run","Day",1,"Medium","Unknown bird - medium",,2,"117,144","1,047,789","1,164,933",0,0,1,"202,819",110
"CASINO EXPRESS AIRLINES","B-737-200","Airplane","PHOENIX-MESA GATEWAY","< 1000 ft","None","Some Cloud","None","No damage",,10/4/2000 0:00,,,"Arizona",,"Landing Roll","Night",1,"Large","Coyote",,2,0,0,0,0,0,1,"202,593",
"CAPE AIR","C-402","Airplane","CYRIL E KING ARPT","< 1000 ft","None","Some Cloud","None","No damage",,7/28/2001 0:00,,,"Virgin Islands","NO DMG.","Take-off run","Day",1,,"Gulls",,2,0,0,0,0,0,1,"203,382",110
"CAPE AIR","C-402","Airplane","CYRIL E KING ARPT","< 1000 ft","None","No Cloud","None","No damage",,6/27/2001 0:00,,,"Virgin Islands","NO DMG REPTD","Approach","Day",1,,"Gulls",,2,0,0,0,50,,1,"206,379",120
"CAPE AIR","C-402","Airplane","KEY WEST INTL ARPT","< 1000 ft","Rain","Overcast","None","No damage",,5/25/2001 0:00,,,"Florida","NO DMG.","Approach","Day",1,,"Gulls",,2,0,0,0,150,,1,"205,841",110
"CAPE AIR","C-402","Airplane","NEW BEDFORD REGIONAL ARPT","< 1000 ft","Rain","Some Cloud","None","Caused damage",,2/16/2001 0:00,,,"Massachusetts","FOG AND RAIN. FLOCK OF GULLS OVER LANDFILL AREA OFF DEPTR END OF RWY 5. DID NOT SEE THEM UNTIL I WAS JUST ABOUT ON THEM. 1 BOUNCED OFF L SIDE OF NOSE RADOME AND CRACKED THE PAINTED SURFACE","Climb","Dusk",1,,"Gulls",,2,0,0,0,300,,1,"201,708",110
"CAPE AIR","C-402","Airplane","CYRIL E KING ARPT","< 1000 ft","None","No Cloud","None","No damage",,1/8/2001 0:00,,,"Virgin Islands",,"Approach","Dawn",1,"Small","Unknown bird - small",,2,0,0,0,100,,1,"205,360",100
"CAPE AIR","C-402","Airplane","NANTUCKET MEMORIAL","< 1000 ft",,"Overcast",,"No damage",,11/28/2000 0:00,,,"Massachusetts","FLT 21","Take-off run","Day",1,,"Gulls",,2,0,0,0,0,0,1,"205,693",
"CAPE AIR","C-402","Airplane","PROVINCETOWN MUNICIPAL ARPT","< 1000 ft","Fog, Rain","Overcast","Other","No damage","GO-AROUND",11/5/2000 0:00,,,"Massachusetts","7 BIRDS REMOVED FROM RWY. NO A/C DMG. PILOT REPTD A MISSED APPROACH AND HOLDING FOR RUNWAY CLEARING. HIT 2-10 BIRDS.","Approach","Day","2 to 10",,"Gulls",,2,200,0,200,100,,1,"204,112",95
"CAPE AIR","C-402","Airplane","SOUTHWEST FLORIDA INTL ARPT","< 1000 ft","None","Some Cloud","Aborted Take-off","No damage",,6/30/2000 0:00,,,"Florida","2 BIRDS HIT LE L WING. RETD TO APROM TO INSPCT A/C. TIME LOST ABOUT 30 MINS.","Take-off run","Day","2 to 10","Small","Killdeer",,2,0,0,0,0,0,1,"201,335",60
"CAPE AIR","C-402","Airplane","NAPLES MUNICIPAL","> 1000 ft","None","Some Cloud","None","Caused damage",,6/30/2000 0:00,,,"Florida","BIRD HIT VERT STAB CAUSING MAJOR DMG.  BIRD WAS IMBEDDED IN THE STABILIZER AT ITS JUNCTION WITH THE DORSAL FIN. VERTICAL SPAR HAD BEEN BENT. A/C FLEW NORMALLY.","Descent","Day",1,"Large","Turkey vulture",,2,0,0,0,"2,000",,1,"201,421",180
"CAPE AIR","C-402","Airplane","SOUTHWEST FLORIDA INTL ARPT","< 1000 ft","None","Overcast","None","No damage",,6/22/2000 0:00,,,"Florida","PILOT REPTD STRIKING A BIRD ON CLIMBOUT. UPON LDG IN KEY WEST, INSPN COULD NOT FIND WHERE BIRD HIT","Climb","Dusk",1,"Small","Common grackle",,2,0,0,0,50,,1,"204,240",90
"CAPE AIR","C-402","Airplane","NEW BEDFORD REGIONAL ARPT","< 1000 ft","Rain","Overcast","Aborted Take-off","Caused damage",,5/2/2000 0:00,,,"Massachusetts","MINOR HOLE IN BOOT","Take-off run","Day","2 to 10",,"Gulls",,2,0,0,0,0,0,1,"202,582",80
"CAPE AIR","C-402","Airplane","LUIS MUNOZ MARIN INTL -SAN JUAN","< 1000 ft","None","Some Cloud","None","No damage",,1/5/2000 0:00,,,"Puerto Rico",,"Landing Roll","Day",1,,"Egrets",,2,0,0,0,0,0,1,"201,103",55
"CANADIAN REGIONAL AIRLINES","FOKKER F28 MK 1000","Airplane","RALEIGH-DURHAM INTL","Unknown","None","Overcast",,"No damage",,7/11/2000 0:00,,,"North Carolina","RDU ARPT AUTH REPTS RWY CLEAR. PILOT DID NOT CALL RDU APCH. PART STRUCK NOT RETPD, # BIRDS NOT REPTD, ASSUME 1.",,"Day",1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,118",
"CANADIAN REGIONAL AIRLINES","FOKKER F28 MK 1000","Airplane","CHARLOTTE/DOUGLAS INTL ARPT","< 1000 ft","None","No Cloud","Aborted Take-off","No damage",,7/10/2000 0:00,,,"North Carolina","FLT 1652.","Take-off run","Day",1,"Small","Rock pigeon",,2,0,0,0,0,0,1,"200,822",125
"CANADIAN REGIONAL AIRLINES","FOKKER F28 MK 1000","Airplane","RALEIGH-DURHAM INTL","< 1000 ft","None","No Cloud","None","No damage",,5/3/2000 0:00,,,"North Carolina","2 birds","Approach","Day","2 to 10",,"Blackbirds",,2,0,0,0,5,,1,"202,141",121
"CANADIAN REGIONAL AIRLINES","FOKKER F28 MK 1000","Airplane","LAGUARDIA NY","> 1000 ft","None","Some Cloud","None","No damage",,3/14/2000 0:00,,,"New York",,"Approach","Night",1,"Medium","Unknown bird - medium",,2,0,0,0,"2,000",,1,"201,324",160
"CANADIAN AIRLINES","B-737-200","Airplane","LAGUARDIA NY","> 1000 ft","None","No Cloud","None","No damage",,11/12/2000 0:00,,,"New York","FLT 3520. SML WHITE WING FOUND IN FRONT BLADES OF #2 ENG. SEVERAL FEATHERS FOUND IN TAIL PIPE. INGESTION.","Approach","Night",1,"Small","Unknown bird - small",,2,0,"2,673","2,673","2,000",,1,"205,510",200
"CANADIAN AIRLINES","A-320","Airplane","LAGUARDIA NY","> 1000 ft","None","No Cloud","None","No damage",,9/22/2000 0:00,,,"New York","# BIRDS STRUCK NOT REPTD, ASSUME.1. FLT CP531","Climb","Night",1,"Medium","Unknown bird - medium",,2,0,0,0,"3,500",,1,"203,676",200
"CANADA 3000 AIRLINES","B-757-200","Airplane","ST. PETERSBURG/CLEARWATER INTL","< 1000 ft","None","No Cloud","None","No damage",,1/24/2001 0:00,,,"Florida","NO BIRDS SEEN PRIOR TO DEPTR. FLT 304","Climb","Dawn",1,,"Gulls",,2,0,0,0,100,,1,"206,628",
"CANADA 3000 AIRLINES","A-320","Airplane","ST. PETERSBURG/CLEARWATER INTL","< 1000 ft","None","Some Cloud","None","No damage",,6/30/2000 0:00,,,"Florida","NOSE GEAR HIT BIRD.","Landing Roll","Day",1,,"Terns",,2,0,0,0,0,0,1,"201,775",
"BWIA WEST INDIES AIRWAYS","B-737-800","Airplane","JOHN F KENNEDY INTL","< 1000 ft","None","No Cloud","None","No damage",,10/11/2000 0:00,,,"New York","PILOT REPTD STRIKE UPON ARRIVAL. NO CARCASSES FOUND.","Approach","Night",1,"Medium","Unknown bird - medium",,2,0,0,0,50,,1,"204,301",
"BUSINESS EXPRESS","SAAB-340","Airplane","PORTLAND INTL JETPORT (ME)","> 1000 ft","None","No Cloud","None","No damage",,9/10/2000 0:00,,,"Maine","BIRD HIT LE OF RT MAIN GEAR DOOR. ALL EXTERIOR LIGHTS ON, WX RADAR OFF. BIRD WAS BROWN & YELLOW.","Approach","Night",1,"Small","Unknown bird - small",,2,0,0,0,"2,000",3,1,"201,133",150
"BUSINESS EXPRESS","SAAB-340","Airplane","MANCHESTER AIRPORT","< 1000 ft","None","No Cloud","None","No damage",,7/21/2000 0:00,,,"New Hampshire","""BLACK SPARROW""","Approach","Dawn",1,"Small","Unknown bird - small",,2,0,0,0,100,,1,"201,614",115
"BUSINESS EXPRESS","SAAB-340","Airplane","PORTLAND INTL JETPORT (ME)","< 1000 ft","None","No Cloud",,"No damage",,6/29/2000 0:00,,,"Maine","HIT A FLOCK ASSUME 2-10.","Approach","Day","2 to 10","Small","European starling",,2,0,0,0,100,,1,"202,255",125
"BUSINESS EXPRESS","SAAB-340","Airplane","PORTLAND INTL JETPORT (ME)","< 1000 ft","None","Some Cloud",,"No damage",,6/25/2000 0:00,,,"Maine","LE RT WING.","Approach","Day",1,,"Gulls",,2,0,0,0,80,,1,"201,910",125
"BUSINESS EXPRESS","SAAB-340","Airplane","LOGAN INTL","< 1000 ft","None","No Cloud","None","No damage",,5/14/2000 0:00,,,"Massachusetts","FLT 4789. ADVISORY FOR HEAVY BIRD ACTIVITY. BRIEFLY SAW BIRD THEN FELT A THUMP ON HTE NOSE. SAW IMPACT POINT O LHS RADOME. CLEANED & INSPCTD AIRFRAME & ENGS.","Approach","Day",1,"Small","European starling",,2,0,0,0,30,,1,"200,029",115
"BUSINESS EXPRESS","SAAB-340","Airplane","BANGOR INTL","< 1000 ft",,"Overcast","Precautionary Landing","No damage",,2/29/2000 0:00,,,"Maine","""SNOW BIRDS""","Take-off run","Day","2 to 10","Small","Unknown bird - small",,2,0,0,0,0,0,1,"202,573",
"BUSINESS","DA-50 FALCON","Airplane","TETERBORO AIRPORT","< 1000 ft","None","Some Cloud","None","No damage",,8/8/2001 0:00,,,"New Jersey",,"Landing Roll","Day",1,"Large","Woodchuck",,3,0,0,0,0,0,1,"204,487",
"BUSINESS","PA-32","Airplane","TWEED-NEW HAVEN ARPT","< 1000 ft","None","Some Cloud","None","Caused damage",,8/8/2001 0:00,,,"Connecticut","PILOT FOUND SML FUEL LEAK","Landing Roll","Day",1,"Large","Osprey",,1,0,0,0,0,0,1,"211,640",
"BUSINESS","DA-20 FALCON","Airplane","WACO REGIONAL ARPT","< 1000 ft","None","Some Cloud","None","No damage",,8/6/2001 0:00,,,"Texas",,"Approach","Day",1,"Small","Unknown bird - small",,2,0,0,0,200,,1,"209,691",70
"BUSINESS","C-152","Airplane","KENT STATE UNIVERSITY","< 1000 ft","None","Some Cloud","None","No damage",,8/6/2001 0:00,,,"Ohio","SAW BIRD VERY CLOSE TO L WING 30 SECS AFTER T/O. NOT SURE IF WE MADE CONTACT. FOUND BLOOD AND FEATHERS ON LF WING/LDG LITE. CLEANED AND ROTATED LITE BACK INTO PLACE.","Climb","Day",1,"Medium","Unknown bird - medium",,1,0,0,0,400,,1,"205,433",65
"BUSINESS","C-172","Airplane","PHOENIX DEER VALLEY ARPT","< 1000 ft",,,,"No damage",,8/5/2001 0:00,,,"Arizona","HIT 2 DOVES. NO DMG REPTD.","Climb","Day","2 to 10","Small","Unknown bird - small",,1,0,0,0,200,,1,"212,706",
"BUSINESS","C-152","Airplane","MEACHAM FT WORTH","< 1000 ft","None","No Cloud","Precautionary Landing","No damage",,8/4/2001 0:00,,,"Texas","A/C WAS DOING TOUCH AND GO'S. NO DMG.","Landing Roll","Day",1,"Medium","Unknown bird - medium",,1,0,0,0,0,0,1,"209,840",55
"BUSINESS","SAAB-340","Airplane","JAMES M COX DAYTON INTL","Unknown","None","Some Cloud","None","No damage",,8/3/2001 0:00,,,"Ohio","OPS WAS ADZ OF POSSIBLE BIRD STRIKE AND FOUND REMAINS. DATA ENTRY NOTE: DATE REPTD SHOWS JULY BUT POSTMARK IS AUG.",,"Day",1,,"Sandpipers",,2,0,0,0,,,1,"216,120",
"BUSINESS","GULFAERO IV","Airplane","CINCINNATI MUNI ARPT-LUNKEN FIELD","< 1000 ft","Rain","Some Cloud","None","No damage",,8/3/2001 0:00,,,"Ohio",,"Take-off run","Day",1,"Small","Unknown bird - small",,2,0,0,0,0,0,1,"207,449",
"BUSINESS","LEARJET-35","Airplane","PORT COLUMBUS INTL","< 1000 ft","Rain","Overcast","None","No damage",,8/3/2001 0:00,,,"Ohio","PILOT SAW 2, HIT 1 SML RACCOON. NO DMG.","Landing Roll","Night",1,"Large","Raccoon",,2,0,0,0,0,0,1,"205,573",
"BUSINESS","LEARJET-31","Airplane","FORT LAUDERDALE/HOLLYWOOD INTL","< 1000 ft","Rain","Overcast","None","No damage",,8/3/2001 0:00,,,"Florida","ATIS WARNING","Landing Roll","Day",1,,"Crows",,2,0,0,0,0,0,1,"209,889",
"BUSINESS","C-560","Airplane","TETERBORO AIRPORT","< 1000 ft","None","No Cloud","None","No damage",,8/2/2001 0:00,,,"New Jersey","NO DMG.","Landing Roll","Dusk",1,"Small","Rock pigeon",,2,0,0,0,0,0,1,"206,631",
"BUSINESS","GULFAERO III","Airplane","CHARLOTTE/DOUGLAS INTL ARPT","< 1000 ft","None","No Cloud","None","No damage",,8/2/2001 0:00,,,"North Carolina",,"Approach","Dusk",1,"Small","Unknown bird - small",,2,0,0,0,"1,000",,1,"208,052",
"BUSINESS","DHC8 DASH 8","Airplane","RICHMOND INTL","< 1000 ft","None","No Cloud","None","No damage",,8/2/2001 0:00,,,"Virginia","ARN 423","Landing Roll","Day",1,"Small","Unknown bird - small",,2,0,0,0,0,0,1,"212,246",100
"BUSINESS","BA-125-800","Airplane","ALLEGHENY COUNTY ARPT","< 1000 ft","None","Some Cloud","None","No damage",,8/2/2001 0:00,,,"Pennsylvania","NO DMG.","Climb","Day","2 to 10","Medium","Unknown bird - medium",,2,0,0,0,30,,1,"207,213",145
"BUSINESS","HAWKER-SDLY HS125","Airplane","CINCINNATI MUNI ARPT-LUNKEN FIELD","< 1000 ft","None","Some Cloud","None","No damage",,8/2/2001 0:00,,,"Ohio",,"Climb","Day",1,,"Sparrows",,2,0,0,0,50,,1,"208,611",
"BUSINESS","DHC8 DASH 8","Airplane","LEHIGH VALLEY INTL","< 1000 ft","None","No Cloud","None","No damage",,8/2/2001 0:00,,,"Pennsylvania","ARN 414","Take-off run","Day",1,,"Sparrows",,2,0,0,0,0,0,1,"203,397",
"BUSINESS","C-402","Airplane","BOEING FIELD K C INT","> 1000 ft","None","Some Cloud","None","No damage",,8/1/2001 0:00,,,"Washington","UNKN IF DMG, HAD TO CLEAN IT OFF. TVD 880","Climb","Night",1,"Medium","Unknown bird - medium",,2,0,0,0,"1,500",,1,"207,339",
"BUSINESS","C-172","Airplane","ORLANDO SANFORD INTL AIRPORT","< 1000 ft","None","Some Cloud","Other","No damage","VIBRATION",8/1/2001 0:00,,,"Florida","HAD JUST ROTATED. VIBRATION WAS EFFECT ON FLT.","Climb","Day",1,"Small","Unknown bird - small",,1,0,0,0,1,,1,"205,089",65
"BUSINESS","C-150","Airplane","CHERRY CAPITAL ARPT","< 1000 ft","None","Some Cloud","None","No damage",,8/1/2001 0:00,,,"Michigan","LANDING FLARE. BIRD REPTD AS CHICKADEE, ASSUME NORTHERN FROM LOCATION.","Landing Roll","Day",1,"Small","Black-capped chickadee",,1,0,0,0,0,0,1,"206,080",
"BUSINESS","BOEING UNKN","Airplane","DEKALB-PEACHTREE ARPT","< 1000 ft",,,,"No damage",,8/1/2001 0:00,,,"Georgia","NO DMG.","Landing Roll",,1,"Small","European starling",,,0,0,0,0,0,1,"209,295",60
"BUSINESS","LEARJET-35","Airplane","LAURENCE G HANSCOM","< 1000 ft","None","No Cloud","None","No damage",,7/31/2001 0:00,,,"Massachusetts",,"Landing Roll","Day",1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"203,203",90
"BUSINESS","C-650","Airplane","LOUISVILLE INTL ARPT","< 1000 ft","None","No Cloud","None","No damage",,7/31/2001 0:00,,,"Kentucky","SPARROW HAWK. PART STRUCK NOT REPTD.","Take-off run","Day",1,,"Hawks",,2,0,0,0,0,0,1,"212,091",
"BUSINESS","C-172","Airplane","PORTAGE COUNTY ARPT","< 1000 ft","None","No Cloud","Precautionary Landing","No damage",,7/31/2001 0:00,,,"Ohio",,"Climb","Day",1,,"Sparrows",,1,0,0,0,500,,1,"211,594",75
"BUSINESS","LEARJET-45","Airplane","HUNTSVILLE INTL","< 1000 ft","None","Overcast","None","No damage",,7/30/2001 0:00,,,"Alabama","2 BIRDS. NO DMG.","Approach","Day","2 to 10","Small","Unknown bird - small",,2,0,0,0,15,,1,"211,137",
"BUSINESS","BE-100 KING","Airplane","GREENVILLE DOWNTOWN ARPT","< 1000 ft","None","Some Cloud","None","No damage",,7/30/2001 0:00,,,"South Carolina","PILOT ADZ FLOCK OF BIRDS OFF OF DEPRT END OF RWY. NOT SEEN BY TWR.","Climb","Day","2 to 10","Medium","Unknown bird - medium",,2,0,0,0,150,,1,"207,520",
"BUSINESS","EXPERIMENTAL",,"UNKNOWN","Unknown",,,"Precautionary Landing","Caused damage",,7/30/2001 0:00,,,"N/A","MADE FORCED LDG IN A FIELD 8 MI SE OF SAN CARLOS BECAUSE BIRD DAMAGED OIL COOLER. A/C = DIAMOND DA-20A1. ENG = ROTAX",,,1,"Medium","Unknown bird - medium",,,0,0,0,,,1,"212,705",
"BUSINESS","CITATION X","Airplane","ALLEGHENY COUNTY ARPT","< 1000 ft","Rain","Overcast","Precautionary Landing","No damage",,7/29/2001 0:00,,,"Pennsylvania","NO DMG.","Take-off run","Day",1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"205,722",120
"BUSINESS","C-152","Airplane","DANBURY MUNICIPAL ARPT","< 1000 ft","None","Some Cloud","None","No damage",,7/29/2001 0:00,,,"Connecticut","BIRD HIT RT WING STRUT. NO DMG.","Approach","Day",1,"Medium","Unknown bird - medium",,1,0,0,0,640,,1,"208,583",60
"BUSINESS","GULFSTREAM V","Airplane","WILMINGTON INTL","< 1000 ft","None","Some Cloud","None","No damage",,7/28/2001 0:00,,,"North Carolina","OPER REPTD TO ILM TWR, NO DMG. OWNER IS GFAIR. 1 SPARROW, 12 PIGEONS.","Take-off run","Day","11 to 100","Small","Rock pigeon",,2,0,0,0,0,0,1,"206,964",
"BUSINESS","CITATIONJET","Airplane","LONE STAR EXECUTIVE ARPT","< 1000 ft","None","No Cloud","Precautionary Landing","Caused damage",,7/28/2001 0:00,,,"Texas","DIGITAL PICTURES ON FILE. SIGNIFICANT DMG TO NOSE. GARBAGE DUMP ON S END OF RWY.","Climb","Day",1,"Large","Turkey vulture",,2,0,"97,620","97,620","1,000",,1,"211,387",
"BUSINESS","ROBINSON R22","Helicopter","METRO OAKLAND INTL","< 1000 ft","None","Some Cloud","None","No damage",,7/27/2001 0:00,,,"California","NO DMG. CLEANED & RETD TO SVC. ON ARPT","Approach","Day",1,"Small","Rock pigeon",,1,0,0,0,300,,1,"210,436",62
"BUSINESS","BA-31 JETSTR","Airplane","LAMBERT-ST LOUIS INTL","< 1000 ft","None","Overcast","None","No damage",,7/27/2001 0:00,,,"Missouri","ATIS WARNING. BIRD REPTD AS FALCON, PROBABLY AMERICAN KESTRAL CEA 7862","Landing Roll","Day",1,"Small","American kestrel",,2,0,0,0,0,0,1,"206,824",70
"BUSINESS","DA-20 FALCON","Airplane","ABRAHAM LINCOLN CAPITAL ARPT","< 1000 ft","None","Overcast","None","No damage",,7/27/2001 0:00,,,"Illinois","PILOT REPTD BIRD STRIKE TO TWR FOR CARCASS REMOVAL.","Take-off run","Day",1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"207,554",
